date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2011-11-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,8.1,0.5154
2011-11-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,9.9,0.6299
2011-11-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,9.7,0.6172
2011-11-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,2.8,0.1782
2011-11-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,2.9,0.1845
2011-11-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,3.4,0.2163
2011-12-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,4.8,0.3054
2011-12-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,2.8,0.1782
2011-12-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,5.0,0.3181
2011-12-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.3,0.2736
2011-12-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,60.4,3.8431
2011-12-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,13.3,0.8462
2011-12-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,6.1,0.3881
2011-12-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.3,0.7826
2011-12-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,41.1,2.6151
2011-12-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,8.2,0.5217
2011-12-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,10.2,0.649
2011-12-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,8.0,0.509
2011-12-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,2.7,0.1718
2011-12-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,2.8,0.1782
2011-12-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,2.8,0.1782
2012-01-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,4.1,0.2609
2012-01-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,2.3,0.1463
2012-01-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.3,0.2736
2012-01-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.7,0.299
2012-01-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,61.1,3.8876
2012-01-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,13.3,0.8462
2012-01-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,4.9,0.3118
2012-01-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,11.8,0.7508
2012-01-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,42.1,2.6787
2012-01-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,10.5,0.6681
2012-01-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,11.6,0.7381
2012-01-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,8.0,0.509
2012-01-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,2.9,0.1845
2012-01-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,2.3,0.1463
2012-01-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,2.2,0.14
2012-02-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,5.0,0.3181
2012-02-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,2.0,0.1273
2012-02-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.5,0.2863
2012-02-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.5,0.2863
2012-02-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,58.3,3.7094
2012-02-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,15.6,0.9926
2012-02-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,6.0,0.3818
2012-02-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.1,0.7699
2012-02-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,42.4,2.6978
2012-02-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,10.2,0.649
2012-02-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,11.1,0.7063
2012-02-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,6.9,0.439
2012-02-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,2.4,0.1527
2012-02-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,2.1,0.1336
2012-02-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,2.4,0.1527
2012-03-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,4.1,0.2609
2012-03-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,1.9,0.1209
2012-03-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.9,0.3118
2012-03-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.5,0.2863
2012-03-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,58.3,3.7094
2012-03-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,18.3,1.1644
2012-03-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,6.0,0.3818
2012-03-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,14.1,0.8971
2012-03-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,42.3,2.6914
2012-03-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,14.1,0.8971
2012-03-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,11.0,0.6999
2012-03-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,11.0,0.6999
2012-03-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,8.7,0.5536
2012-03-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,2.4,0.1527
2012-03-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,2.0,0.1273
2012-03-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,2.5,0.1591
2012-04-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,4.55,0.2895
2012-04-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,2.0,0.1273
2012-04-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,5.0,0.3181
2012-04-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.49,0.2857
2012-04-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,54.6,3.474
2012-04-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,19.28,1.2267
2012-04-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,6.0,0.3818
2012-04-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,41.8,2.6596
2012-04-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,14.18,0.9019
2012-04-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,10.69,0.6802
2012-04-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,11.39,0.725
2012-04-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,3.32,0.2112
2012-04-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,2.62,0.167
2012-04-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,1.95,0.1241
2012-04-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,3.65,0.2322
2012-05-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,4.06,0.2583
2012-05-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,1.93,0.1228
2012-05-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.31,0.2742
2012-05-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.18,0.266
2012-05-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,53.75,3.4199
2012-05-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,17.0,1.0817
2012-05-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.4,0.3436
2012-05-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.18,0.775
2012-05-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,43.25,2.7519
2012-05-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,13.6,0.8653
2012-05-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,7.9,0.5027
2012-05-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,8.1,0.5154
2012-05-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,2.5,0.1591
2012-05-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,2.0,0.1273
2012-05-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,1.75,0.1113
2012-05-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,3.8,0.2418
2012-06-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,4.35,0.2768
2012-06-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,1.95,0.1241
2012-06-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.38,0.2784
2012-06-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.65,0.2959
2012-06-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,55.25,3.5154
2012-06-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,17.0,1.0817
2012-06-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,6.18,0.3932
2012-06-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.56,0.7992
2012-06-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,33.0,2.0997
2012-06-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,13.1,0.8335
2012-06-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,11.12,0.7078
2012-06-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,10.35,0.6585
2012-06-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,3.75,0.2386
2012-06-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,2.01,0.1279
2012-06-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,1.65,0.105
2012-06-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,2.45,0.1559
2012-07-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,4.2,0.2672
2012-07-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,2.0,0.1273
2012-07-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.3,0.2736
2012-07-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.43,0.2822
2012-07-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,55.7,3.544
2012-07-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,19.9,1.2662
2012-07-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.67,0.3608
2012-07-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.1,0.7699
2012-07-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,36.2,2.3033
2012-07-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,12.1,0.7699
2012-07-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,10.47,0.6665
2012-07-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,10.26,0.6528
2012-07-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,5.3,0.3372
2012-07-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,2.15,0.1368
2012-07-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,1.85,0.1177
2012-07-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,1.79,0.1139
2012-08-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,4.3,0.2736
2012-08-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,2.71,0.1724
2012-08-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.43,0.2819
2012-08-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.28,0.272
2012-08-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,55.6,3.5376
2012-08-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,18.25,1.1612
2012-08-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.78,0.3678
2012-08-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.0,0.7635
2012-08-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,42.12,2.6803
2012-08-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,11.28,0.7177
2012-08-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,10.68,0.6795
2012-08-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,10.5,0.6681
2012-08-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,2.7,0.1718
2012-08-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,2.5,0.1591
2012-08-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,1.9,0.1209
2012-08-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,3.75,0.2386
2012-09-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,4.67,0.2975
2012-09-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,3.05,0.1941
2012-09-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.08,0.2593
2012-09-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.45,0.2831
2012-09-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,54.4,3.4613
2012-09-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,19.2,1.2216
2012-09-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.95,0.3786
2012-09-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.4,0.789
2012-09-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,40.17,2.5562
2012-09-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,13.2,0.8399
2012-09-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,9.9,0.6299
2012-09-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,9.78,0.6223
2012-09-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,8.5,0.5408
2012-09-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,3.17,0.202
2012-09-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,3.17,0.202
2012-09-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,6.25,0.3977
2012-10-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,4.7,0.299
2012-10-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,3.1,0.1972
2012-10-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,3.8,0.2418
2012-10-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.5,0.2863
2012-10-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,57.5,3.6585
2012-10-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,16.9,1.0753
2012-10-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,4.6,0.2927
2012-10-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,11.4,0.7253
2012-10-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,37.3,2.3733
2012-10-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,12.9,0.8208
2012-10-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,10.7,0.6808
2012-10-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,11.6,0.7381
2012-10-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,9.0,0.5726
2012-10-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,2.8,0.1782
2012-10-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,2.3,0.1463
2012-10-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,5.0,0.3181
2012-11-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,4.6,0.2927
2012-11-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,3.3,0.21
2012-11-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,3.8,0.2418
2012-11-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.8,0.3054
2012-11-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,58.1,3.6967
2012-11-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,17.0,1.0817
2012-11-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.2,0.3309
2012-11-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,11.3,0.719
2012-11-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,40.4,2.5705
2012-11-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,11.3,0.719
2012-11-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,10.6,0.6744
2012-11-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,10.6,0.6744
2012-11-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,7.9,0.5027
2012-11-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,2.5,0.1591
2012-11-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,2.2,0.14
2012-11-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,2.0,0.1273
2012-12-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,4.7,0.299
2012-12-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,3.0,0.1909
2012-12-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.4,0.28
2012-12-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,55.4,3.5249
2012-12-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,18.9,1.2025
2012-12-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.0,0.3181
2012-12-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,11.6,0.7381
2012-12-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,38.1,2.4242
2012-12-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,11.3,0.719
2012-12-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,10.9,0.6935
2012-12-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,10.9,0.6935
2012-12-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,11.3,0.719
2012-12-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,2.5,0.1591
2012-12-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,2.1,0.1336
2012-12-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,2.0,0.1273
2013-01-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,4.9,0.3118
2013-01-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,2.9,0.1845
2013-01-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.1,0.2609
2013-01-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.8,0.3054
2013-01-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.8,0.0509
